ch_name,co2e_value,co2e_unit,amount,declared_unit,lifecycle_boundary,checked_date_range
"自用小貨車(汽油)",7.39E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
"自用小貨車(柴油)",6.93E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
"營業小貨車(汽油)",6.26E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
"營業小貨車(柴油)",6.47E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
"營業大貨車(柴油)",2.35E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
"重質鋅氧粉",4.83E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"輕質鋅氧粉",2.02E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"電力碳足跡(2012)",6.90E-1,kgCO₂e,1,度(kwh),搖籃至大門,2012/01/01～2012/12/31
"臺北自來水(2013)",1.70E-1,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"氫氧化鈣(熟石灰)",1.57E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"原生木漿影印紙",4.24E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/10/01～2013/03/31
"再生影印紙",3.08E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/10/01～2013/03/31
"乙醇胺",1.84E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"平面顯示器用玻璃基板",5.86E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"合成偶氮類有機顏料",5.03E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"玻璃容器",1.02E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"玻璃纖維絲",2.76E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"聚碳酸酯(非光氣法，一般級)",9.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"苯乙烯-丁二烯橡膠",2.41E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"熱可塑性橡膠",3.76E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"三聚氰胺樹脂",3.87E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"二氧化鈦(非食品級)",4.28E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"氨",1.87E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"鹽酸，37％",1.69E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"氫氧化鈉，45％",1.54E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"甲醇",2.34E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"乙醇",2.57E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"不飽和聚酯樹脂",4.01E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"乙酸乙酯",3.98E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"丁腈橡膠",3.47E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"聚丁二烯橡膠",2.86E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"苯乙烯-丙烯腈共聚合物(一般級)",2.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"鋅錠",9.18E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"多元氯化鋁",3.57E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"乙烯丙烯橡膠",2.89E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"亞硝酸鹽(工業鹽)",2.01E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"醋酸乙烯酯共聚物",2.13E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"氫氧化銨",1.24E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"過氧化氫，30％",4.67E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"台灣自來水(2011)",1.67E-1,kgCO₂e,1,立方公尺(m3),大門到大門,2011/01/01～2011/12/31
"磷酸，85％",4.65E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"氫氟酸，48％",3.52E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"電力碳足跡(2011)",6.98E-1,kgCO₂e,1,度(kwh),搖籃至大門,2011/01/01～2011/12/31
"電力排放係數(2011)",5.36E-1,kgCO₂e,1,度(kwh),大門到大門,2011/01/01～2011/12/31
"液態氧，99.99995％",1.44E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"氮氣(電子級)",1.84E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"純銅線",4.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"銅箔基板(印刷電路板用)",8.18E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"無鉛銲錫",7.85E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"乙二醇",1.37E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"異丙醇",1.50E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"甲醛，37％",7.00E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"乙醛，40％",1.86E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"丁酮",3.15E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"二甲苯",2.80E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"中低規電磁鋼捲",3.04E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"高規電磁鋼捲",3.09E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"熱浸鍍鋅鋼捲",2.99E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"電鍍鋅鋼捲",3.16E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"條鋼盤元",2.63E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"線材盤元",2.71E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"球化條鋼盤元",2.83E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"球化線材盤元",2.91E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"直棒鋼",2.70E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"馬口鐵(鍍錫低碳鋼板)",2.49E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"不鏽鋼(電弧爐製程，SS304)",2.01E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"不鏽鋼鋼胚",1.13E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"不鏽鋼冷軋鋼捲",1.46E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"合金鋼鋼胚",6.80E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"金",1.11E+1,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"鉑",7.12E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"鋁錠",9.85E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"陽極磷銅(印刷電路板用)",4.67E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"聚丙烯(PP)",2.01E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"聚氯乙烯(膠膜，膠布，電線電纜用)",2.21E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"低密度聚乙烯(LDPE)",1.90E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"聚醯胺6",3.83E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"聚甲基丙烯酸甲酯",7.54E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"聚對苯二甲酸乙二酯(PET)",2.35E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"聚甲醛",1.72E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"甲基異丁酮",2.80E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"丙烯－丁二烯－苯乙烯聚合物(資訊產品用，防火級)",3.26E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
"環氧樹脂",3.02E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"生鐵",1.81E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"扁鋼胚",2.09E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"扁鋼胚(電弧爐製程，碳鋼)",4.00E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2011/01/01～2011/12/31
"大鋼胚",2.27E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"軋延小鋼胚",2.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"鋼板",2.42E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"熱軋粗鋼捲",2.31E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"熱軋鋼捲",2.38E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"熱軋酸洗塗油鋼捲",2.40E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"熱軋鋼板片",2.39E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"冷軋鋼捲",2.94E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"冷軋塗漆鋼捲",3.30E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"碳鋼冷軋鋼捲",2.50E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"矽晶圓(6吋)",4.65E+0,kgCO₂e,1,片,搖籃到大門,2011/01/01～2011/12/31
"牛皮紙",1.08E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"抄紙(裱面紙板)",1.16E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2009/01/01～2009/12/31
